ID_Estudiante;Nombres;Apellidos;Carrera;Facultad;Edad;Genero;Promedio_Acumulado;Asistencia_Promedio;Modalidad_Estudio;Beca;Horas_Trabajo_Semanal;Apoyo_Familiar;Actividad_Extracurricular;Satisfaccion_Programa;Estado_Mental;Creditos_Inscritos;Ha_Desertado;Razon_Desercion;Riesgo_Desercion_2025;Probabilidad_Desercion_2025
MZ2024374;Laura María;Ramírez Martínez;Ingeniería de Sistemas;Ingeniería;26;Otro;3.64;56.48;Mixta;Ninguna;0;Alto;Ninguna;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.556027808
JS2024375;Valeria Juan;Flores Díaz;Ingeniería de Sistemas;Ingeniería;27;Masculino;2.13;58.4;Mixta;Beca deportiva;40;Alto;Voluntariado;Media;Malo;21;No;No Aplica;Medio Riesgo;0.596234221
MZ2024376;Laura María;Hernández Gómez;Administración de Empresas;Ciencias Económicas;21;Otro;4.52;87.07;Mixta;Ninguna;0;Alto;Club Académico;Alta;Regular;21;No;No Aplica;Bajo Riesgo;0.378789681
DZ2024377;Jorge Diego;Ramírez Hernández;Contabilidad;Ciencias Económicas;27;Otro;2.37;70.11;Presencial;Ninguna;10;Bajo;Voluntariado;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.520121287
PZ2024378;Pedro Pedro;Gómez Torres;Ingeniería Civil;Ingeniería;26;Masculino;4.33;53.21;Presencial;Ninguna;30;Medio;Voluntariado;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.592054187
AZ2024379;Sofía Ana;Díaz Ramírez;Ingeniería de Sistemas;Ingeniería;27;Otro;2.59;57.92;Virtual;Ninguna;0;Medio;Deporte;Baja;Regular;12;Sí;Problemas de Salud;Medio Riesgo;0.496505756
JS2024380;Lucía Jorge;Flores Rodríguez;Ingeniería de Sistemas;Ingeniería;26;Otro;4.84;82.99;Mixta;Ninguna;30;Bajo;Club Académico;Media;Malo;12;Sí;Trabajo;Medio Riesgo;0.454819371
VZ2024381;Ana Valeria;Díaz Torres;Administración de Empresas;Ciencias Económicas;22;Masculino;4.54;90.13;Presencial;Ninguna;0;Alto;Voluntariado;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.418028007
JZ2024382;Valeria Juan;Gómez Pérez;Contabilidad;Ciencias Económicas;26;Femenino;4.93;74.86;Mixta;Ninguna;20;Medio;Voluntariado;Alta;Regular;18;No;No Aplica;Bajo Riesgo;0.394713073
PZ2024383;Jorge Pedro;González Torres;Derecho;Ciencias Jurídicas;20;Otro;2.28;58;Mixta;Parcial;30;Alto;Arte;Alta;Regular;21;Sí;Carga Académica;Medio Riesgo;0.537638452
LZ2024384;Laura Luis;Hernández Flores;Arquitectura;Artes y Diseño;20;Otro;4.34;82.64;Mixta;Ninguna;30;Medio;Arte;Media;Malo;12;Sí;Problemas de Salud;Medio Riesgo;0.495136523
JZ2024385;Valeria Juan;González Gómez;Contabilidad;Ciencias Económicas;19;Masculino;4.78;97.52;Virtual;Beca académica;30;Alto;Club Académico;Baja;Regular;21;No;No Aplica;Bajo Riesgo;0.365737776
VZ2024386;Sofía Valeria;González Díaz;Arquitectura;Artes y Diseño;27;Masculino;3.79;99.52;Mixta;Ninguna;0;Alto;Ninguna;Alta;Malo;15;Sí;Trabajo;Bajo Riesgo;0.38137516
JZ2024387;María Jorge;Gómez Pérez;Ingeniería de Sistemas;Ingeniería;30;Otro;4.14;59.91;Mixta;Ninguna;40;Alto;Voluntariado;Media;Bueno;18;Sí;Carga Académica;Medio Riesgo;0.570040467
PZ2024388;Diego Pedro;González Flores;Derecho;Ciencias Jurídicas;20;Otro;4.85;62.66;Presencial;Ninguna;30;Alto;Deporte;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.509461188
PS2024389;Valeria Pedro;Flores Flores;Biología;Ciencias de la Salud;22;Otro;3.85;90.89;Presencial;Ninguna;0;Medio;Ninguna;Baja;Regular;15;No;No Aplica;Bajo Riesgo;0.395635094
CZ2024390;María Carlos;Pérez Martínez;Contabilidad;Ciencias Económicas;20;Otro;4;83.87;Virtual;Ninguna;40;Medio;Ninguna;Alta;Malo;21;Sí;Carga Académica;Medio Riesgo;0.452218141
CZ2024391;Carlos Carlos;González Martínez;Comunicación Social;Humanidades;28;Masculino;3.75;62.46;Virtual;Ninguna;20;Alto;Deporte;Media;Regular;21;No;No Aplica;Medio Riesgo;0.470998258
MS2024392;Diego María;Torres González;Ingeniería Civil;Ingeniería;23;Femenino;2.19;98.94;Mixta;Ninguna;20;Medio;Club Académico;Media;Regular;15;No;No Aplica;Medio Riesgo;0.445948017
DZ2024393;Valeria Diego;Hernández Díaz;Arquitectura;Artes y Diseño;22;Femenino;4.01;60.14;Mixta;Ninguna;40;Bajo;Club Académico;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.48305059
JZ2024394;Luis Jorge;Hernández Ramírez;Arquitectura;Artes y Diseño;20;Masculino;4.92;53.47;Virtual;Parcial;30;Alto;Club Académico;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.526685623
LZ2024395;Lucía Laura;González González;Psicología;Humanidades;23;Masculino;4.34;55.6;Presencial;Parcial;10;Alto;Club Académico;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.56666731
LZ2024396;Lucía Lucía;Ramírez Hernández;Ingeniería Civil;Ingeniería;25;Masculino;3.86;80.89;Mixta;Parcial;30;Bajo;Voluntariado;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.515993392
CZ2024397;Luis Carlos;Hernández Gómez;Psicología;Humanidades;27;Otro;2.97;92.34;Presencial;Completa;20;Bajo;Club Académico;Media;Regular;18;No;No Aplica;Medio Riesgo;0.419078582
JS2024398;Valeria Juan;Torres Torres;Administración de Empresas;Ciencias Económicas;17;Masculino;4.73;77.61;Mixta;Parcial;0;Medio;Voluntariado;Media;Regular;15;No;No Aplica;Medio Riesgo;0.455681277
SZ2024399;Diego Sofía;Pérez Díaz;Enfermería;Ciencias de la Salud;24;Femenino;2.06;65.16;Virtual;Beca académica;40;Medio;Deporte;Media;Malo;12;Sí;Problemas Familiares;Medio Riesgo;0.579459259
PZ2024400;Diego Pedro;Ramírez Ramírez;Medicina;Ciencias de la Salud;19;Masculino;3.97;83.4;Presencial;Completa;10;Bajo;Ninguna;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.532417249
PS2024401;Pedro Pedro;Flores Gómez;Psicología;Humanidades;21;Femenino;3.78;90.04;Presencial;Ninguna;0;Medio;Club Académico;Baja;Regular;18;Sí;Falta de Motivación;Medio Riesgo;0.40366179
PS2024402;María Pedro;Torres Rodríguez;Contabilidad;Ciencias Económicas;19;Femenino;3.47;72.22;Mixta;Ninguna;0;Alto;Voluntariado;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.542770643
JZ2024403;Lucía Jorge;Gómez Díaz;Economía;Ciencias Económicas;21;Masculino;3.04;52.53;Virtual;Ninguna;10;Medio;Voluntariado;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.613222521
CZ2024404;Laura Carlos;González Ramírez;Economía;Ciencias Económicas;18;Masculino;3.47;63.09;Mixta;Ninguna;30;Medio;Arte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.588836163
MZ2024405;Valeria María;Gómez Gómez;Contabilidad;Ciencias Económicas;18;Otro;3.03;95.09;Mixta;Parcial;0;Medio;Deporte;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.409904096
MZ2024406;Valeria María;Díaz Ramírez;Administración de Empresas;Ciencias Económicas;18;Masculino;3.71;79.6;Virtual;Ninguna;30;Medio;Voluntariado;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.538293201
LZ2024407;Carlos Lucía;Hernández Díaz;Ingeniería de Sistemas;Ingeniería;29;Otro;3.81;93.65;Virtual;Ninguna;10;Bajo;Club Académico;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.422453436
CZ2024408;Pedro Carlos;Gómez Ramírez;Arquitectura;Artes y Diseño;17;Masculino;4.09;52.46;Mixta;Ninguna;40;Alto;Deporte;Alta;Bueno;18;Sí;Problemas Familiares;Medio Riesgo;0.606647839
SS2024409;María Sofía;Torres González;Medicina;Ciencias de la Salud;29;Otro;4.47;94.73;Presencial;Completa;40;Medio;Deporte;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.460294816
SZ2024410;Laura Sofía;Gómez Pérez;Enfermería;Ciencias de la Salud;23;Femenino;2.8;56.33;Mixta;Ninguna;20;Medio;Deporte;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.577957737
PS2024411;Laura Pedro;Flores Torres;Biología;Ciencias de la Salud;20;Otro;4.68;70.14;Mixta;Parcial;0;Alto;Ninguna;Alta;Malo;21;Sí;Trabajo;Medio Riesgo;0.46898749
CZ2024412;Juan Carlos;Gómez Flores;Derecho;Ciencias Jurídicas;27;Otro;3.27;77.18;Mixta;Ninguna;20;Alto;Deporte;Media;Regular;12;No;No Aplica;Medio Riesgo;0.460376751
JZ2024413;Ana Juan;González Ramírez;Arquitectura;Artes y Diseño;20;Otro;4.87;90.73;Virtual;Ninguna;30;Alto;Deporte;Media;Bueno;18;Sí;Problemas Familiares;Medio Riesgo;0.481395074
AZ2024414;Juan Ana;Rodríguez Hernández;Arquitectura;Artes y Diseño;19;Femenino;4.88;96.1;Mixta;Ninguna;30;Medio;Deporte;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.427192956
JZ2024415;Valeria Juan;González Ramírez;Diseño Gráfico;Artes y Diseño;22;Femenino;2.03;81.1;Mixta;Ninguna;20;Alto;Ninguna;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.570027146
JZ2024416;Luis Juan;Rodríguez Torres;Administración de Empresas;Ciencias Económicas;19;Masculino;4.23;90.65;Mixta;Ninguna;10;Alto;Deporte;Media;Malo;12;Sí;Problemas Familiares;Medio Riesgo;0.466599439
CZ2024417;Diego Carlos;Díaz González;Enfermería;Ciencias de la Salud;30;Masculino;3.16;99.85;Presencial;Parcial;40;Bajo;Voluntariado;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.474509527
CZ2024418;Ana Carlos;Hernández Rodríguez;Arquitectura;Artes y Diseño;19;Otro;4.17;79.27;Presencial;Completa;40;Bajo;Ninguna;Media;Malo;18;No;No Aplica;Medio Riesgo;0.507961406
MS2024419;Diego María;Torres Ramírez;Ingeniería de Sistemas;Ingeniería;20;Masculino;2.64;87.75;Presencial;Ninguna;0;Alto;Ninguna;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.526751012
CZ2024420;Jorge Carlos;Díaz González;Administración de Empresas;Ciencias Económicas;24;Femenino;4.13;69.4;Presencial;Ninguna;10;Medio;Ninguna;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.488887948
LS2024421;Carlos Lucía;Flores Gómez;Enfermería;Ciencias de la Salud;28;Masculino;3.05;67.44;Presencial;Parcial;0;Bajo;Voluntariado;Media;Malo;12;Sí;Falta de Motivación;Medio Riesgo;0.520192789
AZ2024422;Carlos Ana;Pérez Díaz;Diseño Gráfico;Artes y Diseño;27;Masculino;3.8;54.43;Presencial;Ninguna;0;Bajo;Deporte;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.523371805
PS2024423;Ana Pedro;Flores Díaz;Derecho;Ciencias Jurídicas;28;Otro;4.67;90.61;Presencial;Ninguna;20;Medio;Deporte;Baja;Regular;15;No;No Aplica;Bajo Riesgo;0.360825186
PZ2024424;Ana Pedro;Ramírez Martínez;Medicina;Ciencias de la Salud;25;Otro;4.99;79.12;Mixta;Completa;40;Bajo;Club Académico;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.476266834
SZ2024425;Jorge Sofía;González Díaz;Ingeniería Civil;Ingeniería;23;Otro;2.98;50.04;Presencial;Parcial;30;Bajo;Club Académico;Media;Malo;12;No;No Aplica;Medio Riesgo;0.603668742
LZ2024426;Sofía Laura;Rodríguez Gómez;Arquitectura;Artes y Diseño;19;Otro;4.14;57.87;Presencial;Ninguna;10;Alto;Deporte;Alta;Malo;21;Sí;Falta de Motivación;Medio Riesgo;0.519672917
PS2024427;Luis Pedro;Flores Pérez;Arquitectura;Artes y Diseño;21;Otro;2.97;61.03;Mixta;Ninguna;0;Alto;Deporte;Alta;Regular;21;Sí;Trabajo;Medio Riesgo;0.49402115
LS2024428;Luis Laura;Torres Rodríguez;Medicina;Ciencias de la Salud;22;Femenino;4.38;59.64;Presencial;Ninguna;20;Medio;Deporte;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.479296281
CZ2024429;Diego Carlos;Díaz Torres;Ingeniería de Sistemas;Ingeniería;30;Masculino;2.25;89.63;Mixta;Ninguna;10;Medio;Voluntariado;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.464101273
JZ2024430;María Jorge;Pérez Rodríguez;Psicología;Humanidades;17;Femenino;4.39;64.24;Presencial;Beca deportiva;20;Alto;Club Académico;Baja;Regular;18;Sí;Problemas de Salud;Medio Riesgo;0.481638868
SS2024431;Jorge Sofía;Flores Ramírez;Economía;Ciencias Económicas;21;Otro;2.44;71.7;Presencial;Beca deportiva;10;Medio;Arte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.564068829
JZ2024432;Valeria Juan;Díaz Rodríguez;Diseño Gráfico;Artes y Diseño;19;Otro;3.9;81.73;Presencial;Beca deportiva;30;Medio;Voluntariado;Media;Malo;18;No;No Aplica;Medio Riesgo;0.505913397
JZ2024433;Pedro Juan;Gómez Gómez;Derecho;Ciencias Jurídicas;21;Femenino;2.38;97.35;Virtual;Ninguna;10;Alto;Ninguna;Alta;Regular;15;No;No Aplica;Bajo Riesgo;0.394135594
LZ2024434;Jorge Luis;Pérez Torres;Arquitectura;Artes y Diseño;20;Femenino;3.74;68.98;Presencial;Ninguna;40;Alto;Arte;Media;Regular;15;No;No Aplica;Medio Riesgo;0.500103848
DZ2024435;Carlos Diego;Pérez González;Psicología;Humanidades;25;Femenino;4.23;77.18;Virtual;Ninguna;20;Medio;Club Académico;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.499356994
AZ2024436;Carlos Ana;González Hernández;Ingeniería de Sistemas;Ingeniería;27;Masculino;4.41;78.11;Mixta;Ninguna;40;Alto;Club Académico;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.50345563
VZ2024437;Ana Valeria;Rodríguez Flores;Biología;Ciencias de la Salud;28;Masculino;4.57;93.67;Virtual;Ninguna;40;Bajo;Arte;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.455057899
DZ2024438;Valeria Diego;Díaz Rodríguez;Enfermería;Ciencias de la Salud;17;Femenino;4.53;67.61;Mixta;Ninguna;0;Alto;Voluntariado;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.51101581
LZ2024439;Ana Luis;Gómez Rodríguez;Ingeniería Civil;Ingeniería;20;Masculino;2.76;59.12;Presencial;Ninguna;30;Alto;Ninguna;Alta;Bueno;18;Sí;Problemas Económicos;Medio Riesgo;0.599456447
PS2024440;Carlos Pedro;Flores Ramírez;Diseño Gráfico;Artes y Diseño;27;Masculino;3.35;94.06;Presencial;Parcial;30;Bajo;Deporte;Media;Malo;12;No;No Aplica;Medio Riesgo;0.450867083
JZ2024441;Laura Juan;Hernández Ramírez;Derecho;Ciencias Jurídicas;17;Femenino;3.57;90.03;Presencial;Ninguna;10;Bajo;Voluntariado;Media;Regular;15;No;No Aplica;Medio Riesgo;0.445110178
CZ2024442;Valeria Carlos;Martínez Torres;Medicina;Ciencias de la Salud;28;Otro;3.61;93.79;Virtual;Parcial;10;Bajo;Ninguna;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.431227866
PZ2024443;Carlos Pedro;González Martínez;Arquitectura;Artes y Diseño;19;Femenino;2.55;93.01;Presencial;Parcial;30;Alto;Deporte;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.51148238
JZ2024444;Laura Juan;Díaz Díaz;Derecho;Ciencias Jurídicas;17;Masculino;4.34;92.63;Mixta;Ninguna;40;Alto;Deporte;Baja;Bueno;21;Sí;Carga Académica;Medio Riesgo;0.502943721
DS2024445;Carlos Diego;Torres Rodríguez;Contabilidad;Ciencias Económicas;27;Otro;2.18;86.91;Virtual;Ninguna;0;Medio;Deporte;Baja;Regular;18;Sí;Problemas Familiares;Medio Riesgo;0.423478341
JZ2024446;Pedro Jorge;Pérez Gómez;Economía;Ciencias Económicas;26;Femenino;4.16;82.12;Presencial;Ninguna;40;Medio;Club Académico;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.517358498
JZ2024447;Carlos Juan;Martínez Díaz;Psicología;Humanidades;20;Masculino;3.79;89.83;Virtual;Ninguna;10;Bajo;Club Académico;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.444910806
JZ2024448;Carlos Jorge;Gómez González;Contabilidad;Ciencias Económicas;18;Femenino;4.45;59.51;Presencial;Completa;0;Bajo;Voluntariado;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.551739565
SZ2024449;Sofía Sofía;Rodríguez Flores;Medicina;Ciencias de la Salud;28;Masculino;2.3;95.29;Mixta;Parcial;40;Alto;Ninguna;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.487347153
SZ2024450;Diego Sofía;Ramírez González;Enfermería;Ciencias de la Salud;26;Masculino;4.61;99.9;Mixta;Beca académica;40;Alto;Voluntariado;Baja;Malo;15;No;No Aplica;Bajo Riesgo;0.396488915
JZ2024451;Ana Jorge;Martínez Torres;Contabilidad;Ciencias Económicas;22;Femenino;3.57;84.92;Presencial;Ninguna;0;Bajo;Deporte;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.460622678
PS2024452;Sofía Pedro;Torres Díaz;Arquitectura;Artes y Diseño;21;Femenino;3.49;50.91;Virtual;Parcial;40;Alto;Arte;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.553856059
JZ2024453;Diego Jorge;Martínez Torres;Diseño Gráfico;Artes y Diseño;21;Femenino;3.36;52.31;Virtual;Parcial;20;Bajo;Club Académico;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.565521532
LZ2024454;Carlos Lucía;Gómez Díaz;Contabilidad;Ciencias Económicas;23;Masculino;4.84;69.8;Virtual;Completa;30;Medio;Arte;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.430108576
LZ2024455;Juan Laura;González Martínez;Economía;Ciencias Económicas;22;Femenino;3.44;94.17;Presencial;Ninguna;30;Medio;Deporte;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.43305454
SZ2024456;Valeria Sofía;Ramírez Hernández;Psicología;Humanidades;29;Femenino;4.74;96.86;Mixta;Ninguna;40;Alto;Arte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.414047928
MZ2024457;Laura María;Díaz González;Ingeniería de Sistemas;Ingeniería;25;Femenino;3.09;73.59;Virtual;Completa;30;Alto;Club Académico;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.478500992
DZ2024458;Luis Diego;Díaz Díaz;Administración de Empresas;Ciencias Económicas;28;Otro;2.59;59.68;Virtual;Ninguna;30;Medio;Arte;Media;Malo;15;No;No Aplica;Medio Riesgo;0.56148273
LS2024459;Pedro Lucía;Flores Torres;Diseño Gráfico;Artes y Diseño;24;Otro;2.3;56.87;Mixta;Ninguna;20;Medio;Club Académico;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.585607082
PZ2024460;Sofía Pedro;Gómez Martínez;Ingeniería Civil;Ingeniería;27;Femenino;2.28;79.38;Virtual;Parcial;30;Bajo;Deporte;Media;Malo;18;No;No Aplica;Medio Riesgo;0.514620318
LZ2024461;Carlos Laura;Hernández Ramírez;Administración de Empresas;Ciencias Económicas;25;Femenino;3.13;76.19;Presencial;Ninguna;30;Medio;Club Académico;Media;Malo;18;No;No Aplica;Medio Riesgo;0.518771646
SZ2024462;Pedro Sofía;Rodríguez Pérez;Economía;Ciencias Económicas;17;Otro;4.02;52.15;Presencial;Ninguna;30;Medio;Voluntariado;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.577778537
JZ2024463;Carlos Juan;Martínez Gómez;Ingeniería Civil;Ingeniería;30;Otro;4.3;60.46;Presencial;Ninguna;20;Alto;Arte;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.443324148
JZ2024464;Sofía Juan;Gómez González;Comunicación Social;Humanidades;29;Masculino;3.46;52.23;Virtual;Completa;40;Medio;Club Académico;Media;Malo;21;No;No Aplica;Medio Riesgo;0.559977356
AZ2024465;Valeria Ana;Martínez Pérez;Diseño Gráfico;Artes y Diseño;25;Femenino;2.55;74.34;Presencial;Ninguna;0;Bajo;Voluntariado;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.463427609
JS2024466;Lucía Juan;Torres Díaz;Arquitectura;Artes y Diseño;21;Otro;2.89;50.5;Virtual;Ninguna;0;Medio;Voluntariado;Media;Regular;12;No;No Aplica;Medio Riesgo;0.552567919
MZ2024467;Valeria María;Gómez Torres;Comunicación Social;Humanidades;25;Masculino;4.76;58.2;Virtual;Ninguna;0;Medio;Ninguna;Media;Bueno;15;Sí;Falta de Motivación;Medio Riesgo;0.550811019
LZ2024468;Ana Luis;Rodríguez Rodríguez;Comunicación Social;Humanidades;23;Otro;2.3;97.12;Presencial;Ninguna;10;Alto;Deporte;Alta;Regular;12;No;No Aplica;Bajo Riesgo;0.396550571
VZ2024469;Carlos Valeria;Pérez Torres;Enfermería;Ciencias de la Salud;27;Femenino;2.99;72.12;Presencial;Ninguna;30;Alto;Club Académico;Media;Malo;12;Sí;Problemas de Salud;Medio Riesgo;0.522455349
CZ2024470;Valeria Carlos;Pérez Torres;Derecho;Ciencias Jurídicas;18;Otro;2.31;50.55;Virtual;Ninguna;20;Medio;Club Académico;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.668515625
LZ2024471;Jorge Lucía;Gómez González;Derecho;Ciencias Jurídicas;19;Otro;4.03;56.53;Mixta;Parcial;40;Bajo;Deporte;Media;Malo;12;Sí;Trabajo;Medio Riesgo;0.584998058
LZ2024472;Diego Luis;González Torres;Ingeniería de Sistemas;Ingeniería;20;Masculino;2.52;81.35;Mixta;Beca deportiva;0;Alto;Ninguna;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.494262939
MS2024473;Carlos María;Flores Ramírez;Economía;Ciencias Económicas;25;Otro;2.84;70.69;Presencial;Ninguna;20;Bajo;Ninguna;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.561084092
CZ2024474;Laura Carlos;Hernández Rodríguez;Ingeniería Civil;Ingeniería;23;Femenino;2.42;97.36;Mixta;Ninguna;20;Medio;Club Académico;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.407931999
VZ2024475;Valeria Valeria;Ramírez González;Arquitectura;Artes y Diseño;22;Otro;2.71;62.39;Mixta;Ninguna;40;Medio;Deporte;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.55662751
MZ2024476;Ana María;Hernández Gómez;Derecho;Ciencias Jurídicas;21;Femenino;3.19;60.24;Mixta;Parcial;10;Alto;Deporte;Media;Regular;12;No;No Aplica;Medio Riesgo;0.531770344
SZ2024477;Lucía Sofía;Martínez Díaz;Arquitectura;Artes y Diseño;22;Otro;2.15;76.57;Mixta;Completa;10;Bajo;Arte;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.534832701
LS2024478;Sofía Luis;Torres Rodríguez;Ingeniería Civil;Ingeniería;28;Femenino;2.92;56.18;Virtual;Parcial;30;Medio;Club Académico;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.568890203
MS2024479;Juan María;Flores Díaz;Contabilidad;Ciencias Económicas;27;Masculino;2.59;63.2;Mixta;Parcial;30;Medio;Voluntariado;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.508794789
VZ2024480;Luis Valeria;Hernández Torres;Comunicación Social;Humanidades;21;Otro;3.18;91.95;Presencial;Ninguna;10;Medio;Club Académico;Media;Malo;15;No;No Aplica;Medio Riesgo;0.479233049
DZ2024481;Juan Diego;Martínez Flores;Psicología;Humanidades;18;Femenino;2.05;73.52;Virtual;Parcial;0;Bajo;Voluntariado;Media;Malo;21;Sí;Problemas Económicos;Medio Riesgo;0.561314732
LZ2024482;Jorge Laura;Ramírez Pérez;Psicología;Humanidades;18;Femenino;2.5;50.98;Mixta;Parcial;10;Medio;Club Académico;Media;Bueno;12;Sí;Problemas Económicos;Medio Riesgo;0.672888281
MZ2024483;Juan María;Gómez Pérez;Comunicación Social;Humanidades;22;Otro;2.48;60.78;Presencial;Completa;40;Alto;Deporte;Media;Regular;21;No;No Aplica;Medio Riesgo;0.549743603
AZ2024484;Luis Ana;González Ramírez;Ingeniería de Sistemas;Ingeniería;23;Femenino;2.24;59.13;Mixta;Parcial;40;Alto;Arte;Media;Bueno;12;Sí;Problemas de Salud;Medio Riesgo;0.64734479
JZ2024485;Juan Juan;Pérez Hernández;Comunicación Social;Humanidades;27;Otro;4.05;73.72;Virtual;Ninguna;20;Medio;Arte;Media;Malo;12;Sí;Problemas Familiares;Medio Riesgo;0.481471526
LZ2024486;Ana Lucía;Díaz Ramírez;Biología;Ciencias de la Salud;19;Femenino;4.44;69.77;Mixta;Beca deportiva;30;Alto;Club Académico;Media;Malo;18;No;No Aplica;Medio Riesgo;0.53003834
PZ2024487;Sofía Pedro;Martínez Rodríguez;Economía;Ciencias Económicas;27;Masculino;4.3;64.2;Mixta;Ninguna;30;Alto;Deporte;Alta;Malo;12;Sí;Problemas de Salud;Medio Riesgo;0.480807609
PZ2024488;Jorge Pedro;Rodríguez Torres;Enfermería;Ciencias de la Salud;30;Femenino;4.99;95.23;Presencial;Parcial;0;Alto;Voluntariado;Baja;Regular;12;No;No Aplica;Bajo Riesgo;0.322836539
CZ2024489;Juan Carlos;Gómez Martínez;Arquitectura;Artes y Diseño;26;Otro;3.26;65.18;Mixta;Ninguna;0;Bajo;Club Académico;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.456196744
AS2024490;Carlos Ana;Torres Martínez;Administración de Empresas;Ciencias Económicas;20;Femenino;2.96;70.36;Mixta;Parcial;40;Alto;Voluntariado;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.549413143
VS2024491;Valeria Valeria;Torres Torres;Psicología;Humanidades;25;Femenino;3.07;67.38;Virtual;Beca académica;40;Alto;Club Académico;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.476441687
JZ2024492;María Jorge;Pérez Ramírez;Diseño Gráfico;Artes y Diseño;19;Femenino;2.63;50.38;Mixta;Ninguna;30;Medio;Voluntariado;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.61835512
SZ2024493;María Sofía;Díaz Ramírez;Comunicación Social;Humanidades;29;Otro;4.14;77.36;Presencial;Ninguna;40;Medio;Deporte;Alta;Regular;12;No;No Aplica;Bajo Riesgo;0.397029942
